review,rating,date,bank,source
Amazing,5,2024-09-19,Bank of Abyssinia Mobile,Google Play Store
Great app with great services,5,2024-09-19,Bank of Abyssinia Mobile,Google Play Store
Yes active user,5,2024-09-17,Bank of Abyssinia Mobile,Google Play Store
Shameful,1,2024-09-17,Bank of Abyssinia Mobile,Google Play Store
The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia Mobile,Google Play Store
Good application,5,2024-09-16,Bank of Abyssinia Mobile,Google Play Store
I like,5,2024-09-16,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-09-16,Bank of Abyssinia Mobile,Google Play Store
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia Mobile,Google Play Store
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia Mobile,Google Play Store
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia Mobile,Google Play Store
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia Mobile,Google Play Store
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia Mobile,Google Play Store
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia Mobile,Google Play Store
Bes and freindly app,5,2024-09-13,Bank of Abyssinia Mobile,Google Play Store
It doesn't work.,1,2024-09-12,Bank of Abyssinia Mobile,Google Play Store
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia Mobile,Google Play Store
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-09-10,Bank of Abyssinia Mobile,Google Play Store
Smart technology,5,2024-09-10,Bank of Abyssinia Mobile,Google Play Store
Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia Mobile,Google Play Store
Ok,5,2024-09-07,Bank of Abyssinia Mobile,Google Play Store
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia Mobile,Google Play Store
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia Mobile,Google Play Store
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia Mobile,Google Play Store
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Bank of Abyssinia Mobile,Google Play Store
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Bank of Abyssinia Mobile,Google Play Store
good,5,2024-09-05,Bank of Abyssinia Mobile,Google Play Store
Fast one,3,2024-09-04,Bank of Abyssinia Mobile,Google Play Store
Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia Mobile,Google Play Store
The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia Mobile,Google Play Store
Very good,5,2024-09-01,Bank of Abyssinia Mobile,Google Play Store
It is ok,5,2024-09-01,Bank of Abyssinia Mobile,Google Play Store
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-08-30,Bank of Abyssinia Mobile,Google Play Store
Apollo's,1,2024-08-29,Bank of Abyssinia Mobile,Google Play Store
The worst experience ever,1,2024-08-29,Bank of Abyssinia Mobile,Google Play Store
Hussenaliumar,5,2024-08-29,Bank of Abyssinia Mobile,Google Play Store
Good,3,2024-08-28,Bank of Abyssinia Mobile,Google Play Store
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia Mobile,Google Play Store
It is not work for my device,5,2024-08-27,Bank of Abyssinia Mobile,Google Play Store
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia Mobile,Google Play Store
The worst app ever,1,2024-08-26,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-08-26,Bank of Abyssinia Mobile,Google Play Store
Betanya Gebre,3,2024-08-23,Bank of Abyssinia Mobile,Google Play Store
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-08-22,Bank of Abyssinia Mobile,Google Play Store
Excellent app,5,2024-08-21,Bank of Abyssinia Mobile,Google Play Store
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia Mobile,Google Play Store
ትርሃስ,5,2024-08-19,Bank of Abyssinia Mobile,Google Play Store
Gio,4,2024-08-19,Bank of Abyssinia Mobile,Google Play Store
App isn't working,1,2024-08-18,Bank of Abyssinia Mobile,Google Play Store
Best app,5,2024-08-18,Bank of Abyssinia Mobile,Google Play Store
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia Mobile,Google Play Store
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia Mobile,Google Play Store
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia Mobile,Google Play Store
Horrible,1,2024-08-14,Bank of Abyssinia Mobile,Google Play Store
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-08-13,Bank of Abyssinia Mobile,Google Play Store
Awesome 👌,5,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
Thank you,3,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
Ok,5,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
best,1,2024-08-12,Bank of Abyssinia Mobile,Google Play Store
Best app,5,2024-08-11,Bank of Abyssinia Mobile,Google Play Store
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia Mobile,Google Play Store
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia Mobile,Google Play Store
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia Mobile,Google Play Store
Nice appp,5,2024-08-11,Bank of Abyssinia Mobile,Google Play Store
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia Mobile,Google Play Store
Gooood app my dear,5,2024-08-10,Bank of Abyssinia Mobile,Google Play Store
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia Mobile,Google Play Store
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia Mobile,Google Play Store
Gamebela,1,2024-08-08,Bank of Abyssinia Mobile,Google Play Store
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia Mobile,Google Play Store
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia Mobile,Google Play Store
Good job,5,2024-08-07,Bank of Abyssinia Mobile,Google Play Store
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia Mobile,Google Play Store
good,3,2024-08-07,Bank of Abyssinia Mobile,Google Play Store
Good,5,2024-08-07,Bank of Abyssinia Mobile,Google Play Store
Bad app .,1,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
Review,5,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
Goood,4,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
Ok,5,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia Mobile,Google Play Store
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia Mobile,Google Play Store
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia Mobile,Google Play Store
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia Mobile,Google Play Store
ok,5,2024-08-03,Bank of Abyssinia Mobile,Google Play Store
Nice,5,2024-08-03,Bank of Abyssinia Mobile,Google Play Store
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia Mobile,Google Play Store
Great,5,2024-08-03,Bank of Abyssinia Mobile,Google Play Store
It's a useless app,1,2024-08-02,Bank of Abyssinia Mobile,Google Play Store
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia Mobile,Google Play Store
Poor network,1,2024-08-01,Bank of Abyssinia Mobile,Google Play Store
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia Mobile,Google Play Store
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia Mobile,Google Play Store
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia Mobile,Google Play Store
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia Mobile,Google Play Store
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia Mobile,Google Play Store
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia Mobile,Google Play Store
Ok,5,2024-07-29,Bank of Abyssinia Mobile,Google Play Store
Nays,5,2024-07-28,Bank of Abyssinia Mobile,Google Play Store
The worst app,1,2024-07-28,Bank of Abyssinia Mobile,Google Play Store
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia Mobile,Google Play Store
not active,1,2024-07-27,Bank of Abyssinia Mobile,Google Play Store
To get good quality,5,2024-07-27,Bank of Abyssinia Mobile,Google Play Store
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia Mobile,Google Play Store
uselss app dont download,1,2024-07-26,Bank of Abyssinia Mobile,Google Play Store
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia Mobile,Google Play Store
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia Mobile,Google Play Store
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia Mobile,Google Play Store
Good,1,2024-07-24,Bank of Abyssinia Mobile,Google Play Store
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia Mobile,Google Play Store
Nice,5,2024-07-24,Bank of Abyssinia Mobile,Google Play Store
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
Okay,5,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
Allowed,5,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia Mobile,Google Play Store
we want international mobile banking,1,2024-07-22,Bank of Abyssinia Mobile,Google Play Store
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia Mobile,Google Play Store
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia Mobile,Google Play Store
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia Mobile,Google Play Store
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
I have experiance,5,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
Wow,5,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
ርይርፍ,3,2024-07-19,Bank of Abyssinia Mobile,Google Play Store
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia Mobile,Google Play Store
